state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
New York,New York City,R1,Columbia University,Tomislav Rovis,,,"asymmetric catalysis,organometallic",
New York,New York City,R1,Columbia University,Tristan Lambert,,http://www.columbia.edu/cu/chemistry/groups/lambert/,synthetic organic,
New York,Ithaca,R1,Cornell University,Tristan Lambert,,http://www.columbia.edu/cu/chemistry/groups/lambert/,"selective catalysis,electrophotocatalysis,carbonyl olefin metathesis,aromatic ions,synthetic organic",
New York,Vestal,R1,Binghamton University,Udo Brinker,,,"physical organic,structural chemistry",
New York,New York City,R1,Columbia University,Virginia Cornish,,,"directed evolution,proteins,enzyme catalysis,biosynthetic machines",
New York,,,Hunter College,Wayne Harding,,http://www.hunter.cuny.edu/chemistry/faculty/Harding/Wayne,synthetic organic,
New York,Syracuse,R1,Syracuse University,Yan-Yeung Luk,,,"surfaces,nanomaterials,bioconjugation,bioorganic",
New York,Albany,,University at Albany,Zhang Wang,,https://zwang9.wixsite.com/orgsyn,synthetic organic,
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Abigail Knight,,,"macromolecular materials,peptide polymer amphiphiles,metalloproteins,polymer bioconjugates",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Alex Zhukhovitskiy,,,"polymer and soft materials,supramolecular self assembly,organometallic,nano,catalysis",
North Carolina,Durham,R1,Duke University,Amanda Hargrove,,,IncRNA's RNA targeted small molecule synthesis,
North Carolina,Winston-Salem,R2,Wake Forest University,Bruce King,,https://kinglab.chemistry.wfu.edu,synthetic organic,
North Carolina,Raleigh,R1,North Carolina State University,Caroline Proulx,,https://www.proulxlab.com/,"unnatural amino acids on folding and function,peptide chemistry,molecular recognition and catalysis,synthetic organic",
North Carolina,Durham,R1,Duke University,Charlie Cox,,,chemical education,
North Carolina,Greensboro,R2,University of North Carolina - Greensboro,Chekan,,,,
North Carolina,Raleigh,R1,North Carolina State University,Christopher Gorman,,,"materials,electronics,nanometer size",
North Carolina,Durham,R1,Duke University,Christopher Roy,,,education,
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Danille Zurcher,,,"polymers,water contaminants",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,David Lawrence,,,"peptide synthesis,photochemistry,enzymology",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,David Nicewicz,,http://nicewicz.chem.unc.edu/,"asymmetric catalysis,target oriented synthesis,natural product synthesis,synthetic organic",
North Carolina,Durham,R1,Duke University,Dewey McCafferty,,,"mechanistic enzymology,molecular mechanisms",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Erik Alexanian,,http://alexanian.chem.unc.edu,"reaction development,catalytic transformations,reaction mechanism and kinetics,synthetic organic",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Frank Leibfarth,,,"functional polymers,continuous flow,ionic polymerization,C-H functionalization",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Gary Pielak,,,"protein NMR,pressure calorimetry in peptides and proteins",
North Carolina,Raleigh,R1,North Carolina State University,Gavin Williams,Professor,https://williamslab.wordpress.ncsu.edu/,"enzyme engineering,biocatalysis,metabolic engineering,natural products",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Jason Surratt,,,"atmospheric chemistry,environmental,mass spectrometry,multiphase,organic aerosol chemistry",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Jeff Johnson,,https://sites.google.com/view/jsjresearchgroup/home,"methods for total synthesis,domino tandem reactions,synthetic organic",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Jeffrey Aubé,,https://chem.unc.edu/faculty/Aube-Jeff/,"nitrogen insertion reactions,peptidomimetics,intramolecular Schmidt reaction,synthetic organic",
North Carolina,Durham,R1,Duke University,Jennifer Roizen,,https://people.chem.duke.edu/~jlr67/,"natural products,synthetic organic",
North Carolina,Durham,R1,Duke University,Jiyong Hong,,https://sites.duke.edu/thehonggroup/,"natural product synthesis and mode of action,tetrahydrofurans and pyrans,screen libraries of small molecule modulators,synthetic organic",
North Carolina,Raleigh,R1,North Carolina State University,Jonathan Lindsey,,https://sites.google.com/a/ncsu.edu/lindsey-lab/,"natural product biodiversity,tetrapyrrole and chlorophylls,synthetic organic",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Joshua Beaver,,,"bioorganic,protein organic interactions",
North Carolina,Raleigh,R1,North Carolina State University,Joshua Pierce,,https://piercegroup.wordpress.ncsu.edu,"natural products,synthetic organic",
North Carolina,Raleigh,R1,North Carolina State University,Jun Ohata,,,"organometallic,proteins,bioconjugation,fluroescent imaging",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Kevin Weeks,,,"RNA regulation,structure and function",
North Carolina,Greensboro,R2,University of North Carolina - Greensboro,Kimberley Petersen,,https://chem.uncg.edu/petersen/,synthetic organic,
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Marcey Waters,,,"biomolecular ecognition,asymmetric catalysis,materials,protein folding,solid phase synthesis,combinatorial chemistry",
North Carolina,Winston-Salem,R2,Wake Forest University,Mark Welker,,https://chemistry.wfu.edu/people/faculty/mark-welker/,synthetic organic,
North Carolina,Durham,R1,Duke University,Matthew Becker,,,"degradable polymers,biomaterials,drug delivery",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Michael Crimmins,,https://chem.unc.edu/faculty/Crimmins-Michael/,"natural product total synthesis,photocycloaddition reactions,oxacycles,synthetic organic",
North Carolina,Durham,R1,Duke University,Michael Therien,,,"supramolecular assemblies,nanoscale objects,electronic materials",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Michel Gagné,,http://gagnegroup.web.unc.edu,"biomass conversion and late stage functionalization,synthetic organic",
North Carolina,Greensboro,R2,University of North Carolina - Greensboro,Mitchell Croatt,,https://chem.uncg.edu/croatt/,,
North Carolina,Durham,R1,Duke University,Qiu Wang,,http://www.duke.edu/~qw29/wang_group/,"epigenetic modifying enzymes,photoaffinity cross-linking tools,synthetic organic",
North Carolina,Durham,R1,Duke University,Ross Widenhoefer,,https://chem.duke.edu/labs/widenhoefer/overview,"organotransition metal-catalyzed transfromations,carbon carbon multiple bond functionalization,gold,platinum,synthetic organic",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Sidney Wilkerson-Hill,,,"cycloaddition reactions methodology,natural products total synthesis",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Simon Meek,,https://sites.google.com/view/meeklab/,"chiral catalysts,carbon carbon and carbon heteroatom bond formation,organometallic,total synthesis,synthetic organic",
North Carolina,Durham,R1,Duke University,Stephen Craig,,,"physical organic and materials,self-healing polymers,mechanochemistry",
North Carolina,Durham,R1,Duke University,Steven Baldwin,,,"natural product total synthesis,chirality,pretazettine,unusual alpha amino acids",
North Carolina,Durham,R1,Duke University,Steven Malcolmson,,http://malcolmsongroup.chem.duke.edu/,"catalysts,synthetic organic",
North Carolina,Raleigh,R1,North Carolina State University,Vincent Lindsay,,http://lindsaylab.com,"catalytic methods,synthetic organic",
North Carolina,Chapel Hill,R1,University of North Carolina - Chapel Hill,Wei You,,,"polymer synthesis,solar cells,molecular electronics,spintronics",
North Carolina,Raleigh,R1,North Carolina State University,Wei-Chen Chang,,,"enzymatic transformations,natural product chemistry",
North Dakota,Fargo,R2, North Dakota State,Greg Cook,,http://cook.chem.ndsu.nodak.edu/,synthetic organic,
North Dakota,Fargo,R2, North Dakota State,Mukund Sibi,,https://www.ndsu.edu/chemistry/people/faculty/sibi.html,synthetic organic,
Ohio,Cincinnati,R1,University of Cincinnati,Allan Pinhas,,,"organometsallic,theoretical,physical organic,c-c bond formation",
Ohio,Cincinnati,R1,University of Cincinnati,Anna Gudmundsdottir,,,"photochemistry,reactive intermediates,solid state",
Ohio,Cleveland,R1,Case Western Reserve University,Anthony Pearson,,,"organocatalysts,organoiron,6+2 ene type reaction. Natural products",
Ohio,,X,Miami of Ohio University,Benjamin Gung,,http://chemistry.muohio.edu/gung/,synthetic organic,
Ohio,Columbus,R1,Ohio State University - Pharmacy,Blake Peterson,,https://pharmacy.osu.edu/directory/blake-r-peterson,synthetic organic,
Ohio,Columbus,R1,Ohio State University,Christo Sevov,,,"energy and fuels,homogenous catalysts,electrochemistry,scale / process",
Ohio,Columbus,R1,Ohio State University,Christopher Hadad,,,"Enzyme's activity site,fuels and feedstocks",
Ohio,Columbus,R1,Ohio State University,Craig Forsyth,,https://chemistry.osu.edu/people/forsyth.14,"natural product total synthesis,synthetic organic",
Ohio,Cincinnati,R1,University of Cincinnati,Dave Smithrud,,,"synthetic host guest complexes,solvent effects,protein binding domains,major groove of DNA",
Ohio,Columbus,R1,Ohio State University,David Nagib,,https://research.cbc.osu.edu/nagib.1/,"C-H and C-O activation,catalysis and radicals,synthetic organic",
Ohio,Columbus,R1,Ohio State University,Dehua Pei,,,"bioorganic,biotechnology,delivery of proteins and nucleic acids",
Ohio,Columbus,R1,Ohio State University,Dennis Bong,,,"biomaterials,drug delivery,polymers,chemical delivery in vivo",
Ohio,Cincinnati,R1,University of Cincinnati,Hairong Guan,,https://www.guanresearchgroup.com,"organometallic,homogeneous catalysis,biomass conversion",
Ohio,Cleveland,R1,Case Western Reserve University,Irene  Nga Wing Lee,,,"metabolic enzymes,protein turnover,mutagenesis,bioconjugation,enzyme kinetics",
Ohio,Cincinnati,R1,University of Cincinnati,James Mack,,,"fullerens,and nanotubes",
Ohio,Cincinnati,R1,University of Cincinnati,Jianbing Jiang,,,"polymeric chemosensors,tunable photosensitizers",
Ohio,Toledo,R2,University of Toledo,Jianglong Zhu,,https://www.utoledo.edu/nsm/chemistry/people/Webpages/Zhu.html,"synthetic methodology,Carbohydrate synthesis,synthetic organic",
Ohio,Columbus,R1,Ohio State University,Jon Parquette,,https://research.cbc.osu.edu/parquette.1/,"nanomaterial,nanotechnology,catalysis,synthetic organic",
Ohio,Columbus,R1,Ohio State University,Jovica Badjic,,,"physical organic,supramolecular,nanoscience and nanotechnology",
Ohio,Athens,R2,Ohio University,Mark McMills,,https://www.ohio.edu/cas/mcmills,synthetic organic,
Ohio,Cincinnati,R1,University of Cincinnati,Michael Baldwin,,,"inorganic,spectroscopy,catalysis",
Ohio,Toledo,R2,University of Toledo,Michael Young,,https://www.younggroupchem.com/,"C-H activation,carbon dioxide chemistry,supramolecular chemistry",
Ohio,Cincinnati,R1,University of Cincinnati,Neil Ayres,,,"controlled living radical polymerization,bioconjugates,surfaces,stimuli responsive",
Ohio,Toledo,R2,University of Toledo,Peter Andreana,,https://www.andreanagroup.com,"Carbohydrate synthesis,tumor-associated carbohydrate antigens,synthetic methodology,synthetic organic",
Ohio,Columbus,R1,Ohio State University,Psaras McGrier,,,"porous polymers,photochemistry",
Ohio,Cleveland,R1,Case Western Reserve University,Robert Salomon,,https://case.edu/artsci/chem/faculty/salomon/,"natural product,metabolic pathways,disease related lipid dichotomy,synthetic organic",
Ohio,Athens,R2,Ohio University,Stephen Bergmeier,,https://www.ohio.edu/cas/bergmeis,synthetic organic,
Ohio,Toledo,R2,University of Toledo,Steven Shucheck,,http://sucheckgroup.com/,"Carbohydrates,total synthesis,tuberculosis,synthetic organic",
Ohio,Columbus,R1,Ohio State University,T. V. Rajanbabu,,https://research.cbc.osu.edu/rajanbabu.1/,"C-C,C-H,C-N bond formation,catalysis,synthetic organic",
Ohio,Toledo,R2,University of Toledo,Wei Li,,https://wei-li-jgtz.squarespace.com/,"synthetic methodology,heterocycles,synthetic organic",
Ohio,Cincinnati,R1,University of Cincinnati,Wei Liu,,weiliulab.org,synthetic methodology,
Ohio,Cincinnati,R1,University of Cincinnati,Yujie Sun,,,"renewable energy catalysis,inexpensive materials and complexes for energy catalysis",
Oklahoma,Norman,R1,University of Oklahoma,Adam Duerfeldt,,http://www.duerfeldtlabs.com/,"natural product synthesis,3-D biocores,synthetic organic",
Oklahoma,Norman,R1,University of Oklahoma,Anthony Burgett,,https://www.burgettresearchgroup.org,"natural product total synthesis,molecular pharmacology,synthetic organic",
Oklahoma,Norman,R1,University of Oklahoma,Daniel Glatzhofer,,,"biomaterials,polymer scaffolds,energy conversion and storgae,electrochemistry",
Oklahoma,Stillwater,R1,Oklahoma State University,Darrell Berlin,,,"heteroarotinoids,heterocycles,ogranophosphorous,NMR analysis",
Oklahoma,Norman,R1,University of Oklahoma,Donna Nelson,,,chemical education,
Oklahoma,Norman,R1,University of Oklahoma,Indrajeet Sharma,,https://indrajeetsharma.com/,"natural product diversification total synthesis,spiro-heterocycles,synthetic organic",
Oklahoma,Stillwater,R1,Oklahoma State University,Jimmie Pitre,,http://pitrelab.okstate.edu/,"photoredox catalysis,radical chemistry,synthetic organic",
Oklahoma,Stillwater,R1,Oklahoma State University,Jimmie Weaver,,http://weaverlab.okstate.edu/,"reactive intermediates,synthetic organic",
Oklahoma,Norman,R1,University of Oklahoma,Mark Morvant,,,chemical education,
